user_id,signup_date,last_login_date,total_sessions,avg_session_minutes,subscription_tier,monthly_spend,support_tickets,churned
U001399,2022-12-05,2023-09-10,77,4.54,enterprise,98.22,0,0
U001400,2022-02-24,2023-02-27,17,17.66,free,0.0,1,0
U001401,2023-03-09,2023-06-15,22,29.88,enterprise,101.19,0,0
U001402,2022-09-07,2022-10-24,43,18.01,basic,9.07,0,0
U001403,2022-02-27,2023-12-14,39,17.6,basic,9.56,1,0
U001404,2023-11-25,2023-11-29,12,7.64,premium,27.79,1,0
U001405,2023-04-11,2023-06-15,31,4.31,premium,33.5,0,0
U001406,2023-05-20,2023-06-07,25,14.85,premium,23.6,2,0
U001407,2022-05-28,2022-12-27,33,8.71,basic,5.33,0,0
U001408,2023-04-22,2023-10-08,26,3.0,premium,32.24,2,0
U001409,2022-04-15,2022-04-18,40,9.24,free,2.23,1,0
U001410,2023-07-21,2023-08-24,35,36.28,basic,10.4,1,0
U001411,2023-06-21,2023-07-20,44,15.46,basic,6.47,4,0
U001412,2023-11-20,2023-11-29,64,24.58,free,4.42,1,0
U001413,2023-04-17,2023-09-30,8,9.68,free,1.92,0,1
U001414,2023-03-20,2023-04-16,28,4.92,free,0.9,1,0
U001415,2022-10-11,2023-07-08,103,9.85,free,2.6,2,0
U001416,2023-10-12,2023-12-12,36,5.74,basic,15.23,3,0
U001417,2022-12-11,2023-08-31,17,7.98,basic,13.66,0,0
U001418,2022-09-10,2023-05-26,27,12.7,free,0.0,1,0
U001419,2022-03-27,2022-05-11,35,5.39,premium,32.55,3,0
U001420,2022-02-10,2023-07-29,68,18.76,free,1.52,1,0
U001421,2022-02-26,2022-03-30,35,7.48,free,1.27,0,0
U001422,2022-08-13,2023-09-29,103,17.09,basic,9.52,1,0
U001423,2023-08-28,2024-01-01,5,6.28,premium,28.75,0,0
U001424,2022-09-18,2022-10-26,94,1.86,premium,33.08,2,0
U001425,2023-01-21,2023-11-29,21,27.19,free,0.0,1,0
U001426,2023-08-09,2023-10-19,24,29.15,basic,10.56,1,0
U001427,2022-04-26,2023-11-09,43,18.59,premium,27.04,2,0
U001428,2022-11-21,2023-09-23,38,5.99,basic,9.34,1,0
U001429,2022-09-08,2023-05-25,20,2.84,basic,14.13,0,0
U001430,2023-09-06,2023-10-06,87,6.3,premium,26.38,0,0
U001431,2022-02-18,2023-09-06,24,4.38,premium,29.11,1,0
U001432,2023-05-10,2023-08-29,40,10.86,basic,14.1,2,0
U001433,2023-04-27,2023-11-25,75,23.05,free,1.66,3,0
U001434,2022-09-08,2023-04-01,28,16.8,basic,4.14,1,0
U001435,2023-09-10,2023-10-21,35,12.38,basic,11.25,1,0
U001436,2022-02-03,2022-10-23,29,20.26,free,4.95,1,0
U001437,2023-07-13,2024-01-05,62,3.94,enterprise,101.71,1,0
U001438,2023-10-09,2023-10-21,26,4.34,premium,29.41,0,0
U001439,2023-09-12,2023-11-07,18,4.72,free,1.03,0,0
U001440,2022-11-30,2023-02-05,44,9.97,basic,4.26,0,0
U001441,2022-04-25,2023-11-22,71,7.49,basic,13.0,1,0
U001442,2022-01-29,2022-06-04,7,17.17,basic,9.26,1,0
U001443,2022-02-03,2023-04-13,52,8.11,premium,31.96,2,0
U001444,2023-10-25,2023-12-01,54,9.87,basic,1.27,1,0
U001445,2022-12-21,2023-02-13,24,32.3,basic,10.93,0,0
U001446,2023-05-13,2023-06-22,17,3.71,basic,14.69,0,0
U001447,2023-05-01,2023-06-26,16,5.43,free,0.0,0,0
U001448,2022-05-26,2023-06-07,45,26.12,free,1.45,1,0
U001449,2023-03-06,2023-12-25,19,20.61,free,3.35,1,0
U001450,2022-10-03,2023-12-10,11,41.17,basic,13.42,0,0
U001451,2022-03-20,2023-12-09,37,15.76,basic,13.83,0,0
U001452,2022-05-25,2022-06-21,49,7.16,basic,8.63,2,0
U001453,2022-02-11,2022-11-12,56,2.5,free,0.0,0,0
U001454,2023-03-12,2023-08-18,48,3.84,enterprise,103.21,0,0
U001455,2022-12-22,2022-12-26,40,23.11,free,0.0,1,0
U001456,2023-07-23,2023-12-15,14,44.42,basic,13.01,1,0
U001457,2023-10-06,2023-10-25,11,13.46,premium,38.6,0,0
U001458,2023-11-15,2023-11-21,48,11.01,premium,27.0,3,0
U001459,2023-05-10,2023-08-15,61,12.17,basic,10.75,0,0
U001460,2023-01-01,2023-03-23,66,34.35,free,0.0,2,0
U001461,2023-01-18,2023-11-05,65,6.92,basic,10.85,2,0
U001462,2023-10-24,2023-11-13,16,32.8,free,3.51,2,0
U001463,2022-03-24,2022-05-14,35,34.0,basic,5.22,0,0
U001464,2023-03-13,2023-10-26,20,10.57,basic,14.25,4,0
U001465,2022-08-06,2023-11-02,2,30.07,basic,13.42,0,0
U001466,2023-05-10,2023-11-20,37,5.3,basic,11.59,2,0
U001467,2022-12-28,2023-08-06,41,9.13,free,0.0,1,0
U001468,2022-01-21,2023-12-17,127,7.74,basic,13.53,0,0
U001469,2022-06-25,2023-05-07,113,13.31,free,0.0,0,0
U001470,2022-11-07,2023-09-10,54,15.96,free,0.0,1,0
U001471,2023-05-21,2023-08-07,72,23.55,enterprise,98.87,2,0
U001472,2023-07-29,2023-10-03,29,10.61,free,4.77,1,0
U001473,2023-08-16,2023-08-18,42,14.15,basic,10.23,0,0
U001474,2022-10-02,2022-12-31,4,7.43,free,0.0,1,1
U001475,2022-06-19,2023-02-10,58,15.2,basic,11.52,0,0
U001476,2022-01-31,2023-01-29,76,42.06,free,0.0,0,0
U001477,2023-11-03,2023-12-29,15,14.19,free,0.0,2,0
U001478,2023-09-28,2023-11-08,17,14.16,basic,5.26,0,0
U001479,2022-05-08,2023-06-27,17,6.95,premium,30.51,3,0
U001480,2022-10-15,2023-03-13,63,18.33,free,1.68,0,0
U001481,2023-11-25,2023-12-16,17,21.69,free,0.38,3,0
U001482,2022-03-24,2023-07-09,19,9.59,premium,28.34,2,0
U001483,2022-12-11,2023-01-26,29,16.99,basic,13.62,3,0
U001484,2023-08-30,2023-11-01,9,40.73,basic,5.96,2,0
U001485,2022-11-01,2023-07-28,44,14.84,free,4.77,1,0
U001486,2023-02-02,2023-07-26,24,9.5,free,0.0,1,0
U001487,2023-06-27,2023-07-17,21,13.53,basic,6.48,0,0
U001488,2023-08-22,2024-01-05,60,15.25,basic,16.3,0,0
U001489,2022-12-24,2023-06-22,47,9.17,premium,29.33,0,0
U001490,2022-02-24,2022-07-26,8,14.61,free,0.96,0,1
U001491,2023-07-20,2023-09-24,35,29.15,free,4.16,1,0
U001492,2022-04-09,2022-09-13,14,8.69,premium,34.58,1,0
U001493,2022-02-13,2022-05-02,49,19.14,free,0.0,1,0
U001494,2022-03-13,2023-08-01,28,9.98,basic,10.13,0,0
U001495,2022-05-18,2024-01-02,33,8.07,basic,13.22,1,0
U001496,2022-05-17,2023-04-13,40,16.46,premium,29.24,1,0
U001497,2022-03-14,2023-02-01,42,6.48,free,4.1,1,0
U001498,2023-10-08,2023-12-08,12,4.48,basic,10.78,2,0
U001499,2023-02-09,2023-06-30,31,11.74,basic,12.63,3,0
