user_id,signup_date,last_login_date,total_sessions,avg_session_minutes,subscription_tier,monthly_spend,support_tickets,churned
U003407,2023-12-16,2024-01-12,76,5.03,free,1.37,1.0,0
U003408,2022-04-07,2024-01-01,72,14.01,basic,10.73,1.0,0
U003409,2022-07-14,2023-02-11,27,,basic,,,0
U003410,2022-09-05,2024-01-05,5,8.84,free,1.86,0.0,1
U003411,2023-10-22,2023-11-20,99,24.45,premium,32.98,1.0,0
U003412,2023-01-11,2023-10-25,38,20.08,premium,30.78,1.0,0
U003413,2022-04-11,2023-08-09,68,,premium,,,0
U003414,2022-12-09,2023-12-11,35,,basic,,,0
U003415,2023-09-08,2023-11-04,31,9.28,free,0.0,0.0,0
U003416,2022-12-18,2023-11-08,36,,enterprise,,,0
U003417,2023-02-21,2023-11-29,41,33.18,basic,11.78,2.0,0
U003418,2023-08-30,2023-09-11,52,35.72,premium,22.62,0.0,0
U003419,2022-07-30,2022-12-21,15,46.62,premium,29.37,0.0,0
U003420,2022-10-23,2022-12-17,74,15.52,free,0.0,0.0,0
U003421,2023-05-30,2023-07-18,19,12.3,free,1.62,2.0,0
U003422,2022-11-09,2023-02-28,19,,basic,,,0
U003423,2023-06-04,2023-12-05,43,,free,,,0
U003424,2022-10-18,2022-11-11,44,16.97,enterprise,96.88,0.0,0
U003425,2022-01-27,2023-09-22,31,11.02,free,0.0,1.0,0
U003426,2022-09-11,2023-05-04,13,4.11,basic,8.77,2.0,0
U003427,2022-07-18,2022-12-03,7,9.67,enterprise,100.09,0.0,0
U003428,2023-12-12,2024-01-15,17,1.37,premium,31.02,2.0,0
U003429,2022-05-29,2023-08-16,39,12.31,premium,34.55,1.0,0
U003430,2022-08-09,2024-01-12,35,21.1,premium,31.06,0.0,0
U003431,2023-06-18,2023-12-13,99,,basic,,,0
U003432,2023-08-07,2023-09-03,18,4.01,free,0.0,2.0,0
U003433,2022-04-11,2023-12-23,31,15.55,premium,34.35,6.0,0
U003434,2022-07-18,2023-08-16,94,35.92,basic,5.47,2.0,0
U003435,2022-04-02,2022-12-13,30,21.55,free,6.82,2.0,0
U003436,2022-12-30,2023-05-30,40,,basic,,,0
U003437,2023-08-02,2023-09-07,15,5.52,basic,7.54,1.0,0
U003438,2022-07-10,2023-05-13,56,,premium,,,0
U003439,2022-06-04,2023-04-22,26,22.77,premium,28.73,2.0,0
U003440,2022-05-29,2023-01-07,9,8.36,free,2.98,1.0,1
U003441,2022-03-17,2023-01-09,45,6.87,basic,12.05,1.0,0
U003442,2022-01-27,2022-06-12,27,13.75,enterprise,102.67,0.0,0
U003443,2022-02-19,2022-08-21,36,17.46,basic,10.78,2.0,0
U003444,2022-03-04,2023-01-29,11,14.8,premium,33.56,5.0,0
U003445,2022-12-21,2023-10-05,21,6.98,basic,7.35,0.0,0
U003446,2022-05-11,2023-07-13,28,,basic,,,0
U003447,2022-06-18,2023-04-07,27,,premium,,,0
U003448,2022-10-10,2023-11-28,33,14.38,free,0.0,0.0,0
U003449,2023-08-29,2023-09-05,55,7.64,free,0.0,2.0,0
U003450,2023-10-23,2023-10-31,37,,free,,,0
U003451,2023-07-05,2023-09-17,18,,basic,,,0
U003452,2023-07-20,2023-08-05,31,,basic,,,0
U003453,2023-02-17,2023-06-02,56,,premium,,,0
U003454,2023-11-13,2023-12-06,9,1.37,premium,30.8,1.0,0
U003455,2023-09-03,2023-10-31,15,,premium,,,0
U003456,2022-05-21,2023-06-24,46,,free,,,0
U003457,2023-02-25,2023-03-22,17,3.17,enterprise,100.25,3.0,0
U003458,2022-11-15,2023-06-17,33,4.17,enterprise,97.83,0.0,0
U003459,2023-01-30,2023-11-09,116,25.75,free,0.0,1.0,0
U003460,2023-04-03,2023-07-16,29,,basic,,,0
U003461,2022-09-19,2023-11-18,23,35.57,free,0.0,2.0,0
U003462,2022-03-08,2024-01-01,30,,free,,,0
U003463,2022-04-23,2023-11-04,44,15.72,premium,32.12,0.0,0
U003464,2023-05-29,2023-12-14,15,19.28,premium,29.87,1.0,0
U003465,2023-06-01,2023-08-16,22,,basic,,,0
U003466,2022-01-16,2022-04-03,21,16.99,free,3.73,0.0,0
U003467,2023-06-22,2023-12-28,27,,basic,,,0
U003468,2022-11-25,2022-12-16,43,,basic,,,0
U003469,2022-05-26,2023-02-21,22,4.06,free,0.0,0.0,0
U003470,2022-04-27,2023-01-14,26,,free,,,0
U003471,2022-08-26,2023-08-25,12,11.58,enterprise,100.57,0.0,0
U003472,2023-11-06,2023-11-26,15,,enterprise,,,0
U003473,2022-04-14,2022-06-06,27,20.12,premium,30.21,1.0,0
U003474,2022-03-16,2023-12-07,14,14.23,premium,26.73,2.0,0
U003475,2023-02-11,2023-10-21,19,15.36,premium,25.58,2.0,0
U003476,2022-06-01,2023-06-03,32,,free,,,0
U003477,2023-01-25,2023-10-22,13,15.12,free,2.9,1.0,0
U003478,2023-06-11,2023-10-23,24,14.89,free,0.69,0.0,0
U003479,2022-07-17,2022-12-28,30,10.98,basic,13.16,1.0,0
U003480,2022-06-15,2023-08-03,61,9.21,free,2.02,1.0,0
U003481,2023-05-04,2023-08-22,92,25.56,basic,10.0,2.0,0
U003482,2023-01-11,2023-07-15,24,,free,,,0
U003483,2022-03-23,2023-09-18,9,12.3,basic,14.08,0.0,0
U003484,2022-05-21,2022-05-31,18,,free,,,0
U003485,2022-12-27,2023-08-13,39,2.58,free,0.0,1.0,0
U003486,2022-02-27,2023-11-18,13,7.21,enterprise,100.57,1.0,0
U003487,2023-04-11,2023-05-02,12,34.19,basic,13.81,1.0,0
U003488,2023-01-22,2023-08-06,11,6.62,enterprise,99.76,3.0,0
U003489,2023-08-22,2023-11-29,52,,free,,,0
U003490,2023-03-02,2023-03-15,55,18.65,enterprise,101.5,1.0,0
U003491,2022-11-28,2023-08-19,41,6.73,premium,32.2,1.0,0
U003492,2022-09-16,2023-05-24,46,7.98,free,0.0,1.0,0
U003493,2022-02-17,2022-09-03,22,4.84,free,2.75,1.0,0
U003494,2023-09-23,2023-10-06,124,3.16,free,1.7,1.0,0
U003495,2022-06-14,2023-12-13,19,41.75,free,0.38,3.0,0
U003496,2023-10-10,2023-11-06,28,8.63,basic,7.76,1.0,0
U003497,2023-05-12,2023-12-20,27,,basic,,,0
U003498,2023-09-01,2023-10-24,43,,basic,,,0
U003499,2022-09-27,2023-08-25,55,25.19,premium,32.33,0.0,0
